User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U00673,44,Other,Jaipur,Vivo,Android,11.7,43.7,101.3,135.0,5.5,250,6.1,1.2,838,Work
U00674,18,Other,Jaipur,Vivo,iOS,3.3,20.8,180.7,88.0,3.3,4480,7.3,3.2,1887,Entertainment
U00675,31,Other,Mumbai,Apple,iOS,11.1,10.3,123.2,87.0,3.3,597,3.8,0.2,1388,Work
U00676,20,Other,Jaipur,Motorola,iOS,5.4,46.9,261.4,43.0,4.9,894,4.2,4.1,299,Gaming
U00677,31,Female,Kolkata,Motorola,iOS,5.3,10.3,98.6,74.0,2.7,5356,7.7,0.7,1115,Gaming
U00678,36,Other,Bangalore,Oppo,iOS,9.5,11.5,71.6,161.0,1.5,9992,6.5,2.3,532,Work
U00679,50,Female,Bangalore,Samsung,Android,11.7,32.1,7.5,162.0,5.2,1642,5.6,2.6,783,Entertainment
U00680,38,Female,Mumbai,Realme,iOS,9.1,20.2,162.1,65.0,1.7,4614,5.9,4.3,670,Gaming
U00681,36,Male,Chennai,Xiaomi,iOS,7.7,16.0,79.7,38.0,4.0,8584,5.3,0.0,685,Work
U00682,46,Other,Lucknow,Realme,Android,9.2,30.3,67.2,100.0,5.9,8131,4.4,1.2,118,Gaming
U00683,22,Female,Bangalore,Xiaomi,Android,4.2,27.9,94.0,133.0,5.5,8690,7.7,3.8,1690,Education
U00684,15,Female,Pune,Motorola,Android,4.2,21.0,239.0,39.0,1.4,1121,2.3,2.7,1247,Social Media
U00685,59,Other,Mumbai,Samsung,Android,3.1,22.6,242.2,26.0,4.6,5715,6.9,1.7,1007,Work
U00686,40,Male,Chennai,Samsung,Android,7.2,42.8,254.1,167.0,5.5,198,2.6,3.0,129,Social Media
U00687,49,Other,Chennai,Motorola,iOS,10.2,20.6,126.6,92.0,2.6,8250,3.0,3.9,1620,Social Media
U00688,55,Male,Lucknow,Motorola,Android,6.0,9.9,107.5,179.0,1.4,519,7.2,4.2,209,Entertainment
U00689,24,Male,Kolkata,Xiaomi,iOS,12.0,48.8,55.5,183.0,3.0,6811,1.7,1.1,648,Entertainment
U00690,60,Female,Jaipur,Motorola,Android,7.0,2.0,24.5,39.0,4.9,1694,7.7,1.7,513,Gaming
U00691,40,Male,Bangalore,Oppo,iOS,11.8,40.6,49.7,36.0,2.4,2918,1.3,2.6,533,Entertainment
U00692,36,Male,Jaipur,Apple,iOS,9.3,2.9,37.6,163.0,1.2,5610,5.5,0.7,594,Gaming
U00693,37,Male,Lucknow,Motorola,Android,8.5,34.8,244.4,56.0,4.6,7026,6.6,1.7,654,Social Media
U00694,37,Male,Hyderabad,Vivo,iOS,6.2,18.6,97.6,72.0,4.3,9819,1.8,4.4,1462,Work
U00695,48,Female,Ahmedabad,Motorola,Android,2.3,22.1,135.8,145.0,4.5,9126,3.5,0.0,677,Entertainment
U00696,22,Female,Pune,Samsung,Android,3.7,3.1,247.3,170.0,5.1,6774,2.5,0.2,473,Social Media
U00697,40,Male,Delhi,Samsung,Android,5.0,42.2,165.5,121.0,2.4,3959,1.1,2.1,1312,Work
U00698,53,Female,Mumbai,Xiaomi,Android,8.5,33.4,136.2,71.0,3.2,1187,4.9,1.8,1303,Gaming
U00699,18,Other,Bangalore,Motorola,iOS,3.7,17.4,51.3,37.0,3.0,7110,5.7,3.1,905,Gaming
U00700,24,Other,Kolkata,Motorola,Android,1.4,14.6,188.0,185.0,3.1,1675,7.5,0.5,573,Entertainment
U00701,18,Female,Pune,Realme,iOS,11.2,49.4,89.9,46.0,4.8,6509,5.8,2.1,556,Social Media
U00702,20,Female,Bangalore,Nokia,Android,9.7,4.8,6.1,42.0,5.7,5831,6.3,1.9,1592,Education
U00703,16,Male,Hyderabad,Motorola,Android,10.4,16.0,190.3,11.0,3.2,9174,0.5,4.0,596,Entertainment
U00704,43,Other,Hyderabad,Apple,iOS,11.7,2.5,13.0,39.0,2.2,4577,3.9,1.0,746,Social Media
U00705,23,Other,Bangalore,Google Pixel,iOS,11.2,22.2,144.6,174.0,5.5,7485,5.7,0.3,680,Social Media
U00706,49,Female,Kolkata,Motorola,Android,7.8,12.6,60.6,37.0,5.8,699,1.0,0.9,794,Work
U00707,16,Other,Hyderabad,OnePlus,iOS,7.2,43.2,255.1,183.0,4.9,9627,5.5,2.6,139,Gaming
U00708,41,Female,Jaipur,OnePlus,Android,9.6,15.9,110.4,153.0,1.9,8623,2.1,3.0,1370,Entertainment
U00709,24,Male,Pune,Xiaomi,iOS,9.0,46.3,256.5,62.0,2.2,3381,1.4,4.1,1478,Social Media
U00710,57,Male,Kolkata,Xiaomi,iOS,5.0,34.5,67.5,187.0,2.2,2882,1.3,0.9,568,Education
U00711,39,Female,Chennai,Nokia,Android,9.7,42.4,58.7,95.0,5.7,3086,4.5,1.2,1393,Entertainment
U00712,57,Other,Bangalore,Motorola,Android,3.3,25.1,91.3,109.0,1.4,5664,5.2,2.7,967,Education
U00713,48,Male,Kolkata,Apple,Android,4.4,12.3,276.9,124.0,2.0,7493,5.9,1.6,1963,Work
U00714,42,Female,Lucknow,Motorola,iOS,8.2,3.3,142.1,183.0,1.4,9502,2.6,1.1,1366,Entertainment
U00715,19,Male,Bangalore,OnePlus,iOS,3.9,22.8,38.2,172.0,1.0,1176,2.7,2.2,1922,Gaming
U00716,16,Female,Pune,Xiaomi,Android,10.4,12.1,23.8,168.0,0.9,6999,7.9,0.9,306,Entertainment
U00717,47,Female,Hyderabad,Apple,iOS,1.1,8.5,87.3,176.0,2.4,4713,5.0,2.6,1527,Entertainment
U00718,37,Male,Lucknow,Motorola,iOS,1.8,33.3,100.1,122.0,4.5,3505,1.3,2.2,1305,Gaming
U00719,32,Other,Mumbai,Google Pixel,Android,8.9,17.4,207.6,118.0,1.2,433,6.9,3.7,1600,Work
U00720,35,Other,Mumbai,Apple,iOS,8.8,20.9,6.0,198.0,2.8,1447,4.4,1.4,1186,Social Media
U00721,18,Other,Chennai,OnePlus,Android,4.7,26.8,165.5,166.0,3.2,4926,4.9,0.7,1345,Work
U00722,58,Female,Lucknow,Xiaomi,iOS,5.8,41.5,110.4,185.0,5.2,484,6.1,4.6,203,Entertainment
U00723,41,Female,Delhi,Nokia,Android,6.0,8.7,115.6,103.0,5.8,6298,2.3,4.5,1792,Social Media
U00724,23,Other,Kolkata,Motorola,Android,7.2,15.4,294.0,127.0,2.9,2145,5.3,1.0,113,Education
U00725,28,Female,Chennai,Nokia,iOS,2.5,17.5,21.1,140.0,1.7,5386,5.5,3.7,192,Education
U00726,39,Female,Kolkata,Realme,iOS,7.1,3.6,185.3,104.0,3.4,204,2.1,4.3,999,Work
U00727,45,Male,Bangalore,Realme,iOS,7.4,24.8,205.1,169.0,4.7,2435,3.9,1.2,1662,Work
U00728,43,Female,Ahmedabad,Oppo,iOS,3.4,48.6,14.8,93.0,1.0,1318,6.8,2.9,854,Social Media
U00729,37,Female,Jaipur,Realme,iOS,10.0,34.5,34.6,38.0,1.3,9990,6.5,2.2,267,Education
U00730,18,Other,Lucknow,OnePlus,Android,8.8,13.1,113.9,53.0,5.4,4433,1.5,2.1,1786,Work
U00731,52,Male,Kolkata,Samsung,iOS,5.2,36.4,245.1,143.0,0.6,2986,7.1,3.8,1639,Social Media
U00732,17,Other,Hyderabad,Apple,Android,7.6,8.2,220.7,13.0,1.7,5716,5.5,0.2,864,Social Media
U00733,52,Male,Bangalore,Samsung,iOS,2.8,35.1,146.5,125.0,5.3,2633,0.9,2.2,1854,Entertainment
U00734,16,Female,Jaipur,Realme,iOS,2.5,1.8,140.4,17.0,4.1,5482,5.0,2.1,1900,Entertainment
U00735,35,Female,Jaipur,Samsung,Android,12.0,3.1,48.3,14.0,2.3,5294,3.7,2.3,1284,Social Media
U00736,48,Other,Jaipur,Google Pixel,iOS,5.0,16.8,187.2,23.0,1.0,5720,6.0,2.0,1310,Entertainment
U00737,56,Other,Chennai,Apple,Android,4.2,24.8,69.6,36.0,0.7,1769,7.2,1.9,1202,Social Media
U00738,16,Male,Pune,Realme,iOS,2.3,27.1,240.0,147.0,6.0,8277,7.7,1.5,933,Social Media
U00739,43,Male,Chennai,Realme,iOS,10.1,14.3,31.6,119.0,5.8,7753,6.4,2.9,608,Education
U00740,34,Male,Lucknow,Apple,iOS,2.4,29.8,204.2,102.0,5.6,707,4.4,0.4,1624,Entertainment
U00741,17,Female,Kolkata,Xiaomi,iOS,9.3,41.9,185.3,26.0,5.5,2882,6.0,4.9,482,Social Media
U00742,40,Female,Jaipur,Xiaomi,iOS,6.0,34.0,107.3,138.0,1.4,3634,1.8,2.2,768,Work
U00743,23,Other,Hyderabad,Samsung,iOS,5.8,34.9,254.0,24.0,4.5,4759,7.4,1.1,925,Work
U00744,22,Female,Bangalore,Motorola,iOS,6.5,45.1,173.9,32.0,4.6,6494,6.7,1.5,584,Work
U00745,58,Other,Bangalore,Apple,iOS,8.8,31.1,204.1,95.0,4.3,2107,3.6,2.6,416,Social Media
U00746,47,Female,Lucknow,Motorola,Android,8.2,3.8,282.8,95.0,3.6,9068,7.2,2.6,1969,Work
U00747,35,Other,Kolkata,Motorola,Android,12.0,10.9,33.0,140.0,4.6,3785,3.6,1.6,1862,Gaming
U00748,60,Female,Kolkata,Google Pixel,iOS,11.1,23.4,152.2,59.0,5.0,2864,0.8,1.4,1388,Social Media
U00749,16,Female,Pune,Vivo,Android,9.5,22.8,294.9,89.0,4.8,3120,3.6,1.9,1731,Entertainment
U00750,51,Female,Ahmedabad,OnePlus,Android,8.3,36.6,262.0,31.0,3.1,5221,6.9,1.7,1618,Gaming
U00751,46,Male,Lucknow,Google Pixel,iOS,7.3,45.4,211.0,169.0,4.6,7502,2.5,3.9,957,Social Media
U00752,43,Other,Jaipur,OnePlus,Android,9.8,20.0,281.4,190.0,0.5,3707,2.1,0.3,181,Work
U00753,21,Male,Bangalore,Samsung,Android,8.0,7.0,274.7,143.0,3.7,4329,2.9,4.0,566,Gaming
U00754,41,Male,Kolkata,Motorola,Android,5.4,38.4,58.3,149.0,2.8,2223,6.4,1.3,773,Entertainment
U00755,30,Female,Lucknow,Samsung,iOS,5.1,44.4,232.4,108.0,4.4,6894,2.8,1.8,1409,Gaming
U00756,57,Other,Ahmedabad,Google Pixel,iOS,7.6,49.9,126.1,186.0,3.9,5733,1.8,0.5,1654,Entertainment
U00757,35,Male,Jaipur,Xiaomi,Android,8.1,7.7,144.4,133.0,5.2,624,3.2,2.7,1707,Gaming
U00758,52,Other,Pune,Xiaomi,Android,9.9,14.1,195.4,166.0,5.0,806,6.1,1.9,987,Social Media
U00759,46,Male,Bangalore,Oppo,Android,8.0,40.0,186.3,124.0,0.8,1297,7.6,2.9,540,Gaming
U00760,41,Female,Mumbai,Apple,Android,1.8,15.8,129.0,91.0,3.6,2337,0.8,1.0,845,Work
U00761,21,Female,Hyderabad,Nokia,Android,2.8,44.7,180.1,22.0,5.8,9957,4.7,0.1,1923,Work
U00762,59,Male,Lucknow,Oppo,Android,6.3,34.7,272.9,151.0,1.0,3119,1.9,2.3,258,Gaming
U00763,21,Other,Pune,Google Pixel,Android,10.0,10.7,296.9,34.0,5.5,9470,1.5,1.4,368,Work
U00764,53,Female,Lucknow,Google Pixel,iOS,10.7,32.8,149.2,75.0,3.5,6509,4.3,3.6,1672,Entertainment
U00765,24,Other,Ahmedabad,Nokia,iOS,3.5,16.2,211.8,167.0,4.5,653,1.3,1.9,1973,Education
U00766,22,Male,Hyderabad,Xiaomi,iOS,1.3,20.3,34.8,51.0,5.2,2073,2.6,3.2,1127,Work
U00767,46,Other,Jaipur,Samsung,Android,12.0,8.9,44.2,135.0,1.4,8085,5.9,4.5,785,Social Media
U00768,51,Other,Lucknow,Motorola,iOS,4.6,29.8,210.8,110.0,5.0,9046,1.2,0.4,264,Gaming
U00769,43,Other,Hyderabad,Realme,Android,1.9,38.2,242.3,53.0,5.7,8370,5.8,3.2,1174,Education
U00770,15,Other,Mumbai,Apple,iOS,6.6,38.2,54.1,129.0,1.2,9288,7.0,4.3,1200,Entertainment
U00771,31,Male,Pune,Vivo,Android,4.6,11.8,127.9,120.0,2.5,5773,7.5,1.6,629,Education
U00772,42,Male,Pune,Xiaomi,Android,10.8,3.1,89.0,123.0,3.9,677,6.7,3.2,397,Entertainment
U00773,28,Other,Mumbai,Apple,iOS,6.6,35.6,138.9,72.0,5.8,5473,3.4,3.3,420,Education
U00774,39,Other,Hyderabad,Realme,Android,11.7,46.1,175.7,160.0,2.2,5950,7.0,2.8,393,Entertainment
U00775,54,Male,Kolkata,Oppo,iOS,9.9,2.0,135.7,91.0,0.9,1187,3.5,3.3,934,Work
U00776,38,Female,Bangalore,Oppo,iOS,4.5,15.7,82.1,90.0,4.9,6391,5.8,3.4,1503,Social Media
U00777,23,Male,Mumbai,Oppo,iOS,11.5,48.5,144.8,28.0,4.2,3309,7.2,0.0,666,Social Media
U00778,50,Female,Kolkata,Realme,Android,7.5,13.3,103.7,45.0,1.8,3454,2.7,0.6,1890,Education
U00779,30,Female,Pune,Nokia,Android,9.3,38.8,49.7,171.0,5.7,5885,5.6,3.6,448,Work
U00780,30,Other,Jaipur,Realme,iOS,11.5,31.8,79.0,95.0,3.4,5524,5.0,2.5,1870,Gaming
U00781,55,Female,Jaipur,Motorola,iOS,5.9,21.2,180.5,98.0,2.0,7191,3.5,4.4,1306,Work
U00782,31,Male,Kolkata,Nokia,Android,5.5,10.4,285.3,160.0,0.6,5656,7.9,1.3,1140,Education
U00783,53,Male,Chennai,Vivo,iOS,5.8,36.6,246.5,189.0,4.7,8596,5.7,0.3,545,Work
U00784,42,Female,Pune,Google Pixel,iOS,10.0,47.9,264.7,69.0,3.2,5503,3.8,1.1,980,Work
U00785,34,Other,Pune,Realme,Android,2.4,9.7,103.2,119.0,5.1,6591,2.7,1.8,1782,Work
U00786,44,Female,Pune,Motorola,iOS,2.1,27.6,289.0,65.0,2.9,7310,3.2,4.1,1181,Social Media
U00787,52,Male,Delhi,Samsung,Android,10.1,41.6,63.0,108.0,3.5,426,4.9,3.9,255,Entertainment
U00788,19,Female,Kolkata,Nokia,iOS,4.0,11.1,11.1,50.0,5.1,9183,5.0,3.8,1306,Entertainment
U00789,32,Male,Bangalore,Xiaomi,iOS,5.6,7.2,176.8,62.0,5.1,5912,6.6,4.5,1307,Entertainment
U00790,47,Female,Jaipur,OnePlus,iOS,10.4,17.3,158.0,132.0,1.4,6952,3.8,1.8,1111,Entertainment
U00791,23,Female,Hyderabad,Nokia,iOS,9.0,37.7,107.8,117.0,2.2,5685,2.3,1.6,1301,Gaming
U00792,31,Male,Chennai,OnePlus,Android,8.5,6.0,227.8,150.0,4.4,8243,5.4,1.2,709,Entertainment
U00793,53,Female,Hyderabad,Oppo,Android,11.9,25.2,225.0,133.0,3.5,7042,0.6,0.9,466,Social Media
U00794,19,Other,Jaipur,Nokia,Android,10.6,19.0,296.4,61.0,4.9,7981,3.7,3.9,1295,Social Media
U00795,53,Other,Chennai,Google Pixel,iOS,11.3,8.9,71.7,33.0,1.6,1652,7.9,4.3,888,Work
U00796,56,Other,Bangalore,Oppo,Android,9.6,32.2,24.8,19.0,1.0,4659,7.1,0.1,916,Work
U00797,22,Other,Chennai,Nokia,Android,1.1,26.5,146.3,183.0,3.5,7866,2.5,4.2,1656,Entertainment
U00798,22,Male,Mumbai,Xiaomi,Android,6.0,9.8,294.9,100.0,0.8,7561,5.4,3.4,111,Social Media
U00799,46,Male,Lucknow,Google Pixel,iOS,11.9,37.3,285.9,122.0,1.5,6613,2.0,0.9,313,Work
U00800,53,Male,Jaipur,Oppo,iOS,2.6,34.8,102.2,161.0,3.4,673,4.0,3.2,912,Social Media
U00801,52,Male,Delhi,Xiaomi,iOS,8.0,49.1,81.3,181.0,5.5,2021,2.7,1.4,281,Gaming
U00802,47,Male,Kolkata,Xiaomi,Android,2.0,21.4,7.8,76.0,3.8,6246,5.6,3.0,1637,Education
U00803,59,Other,Lucknow,Xiaomi,iOS,8.7,16.4,8.0,98.0,2.1,9491,3.1,4.3,618,Work
U00804,51,Male,Mumbai,OnePlus,iOS,4.8,16.9,109.7,58.0,2.5,5165,6.0,4.8,1821,Work
U00805,59,Other,Kolkata,Oppo,Android,4.9,47.6,19.4,149.0,4.2,6764,1.5,4.8,1542,Social Media
U00806,26,Female,Mumbai,OnePlus,Android,11.6,28.0,227.0,87.0,5.6,1895,1.9,2.8,600,Gaming
U00807,22,Other,Delhi,Google Pixel,Android,2.0,35.6,69.6,39.0,3.6,9796,7.1,4.7,864,Gaming
U00808,50,Female,Jaipur,Apple,iOS,10.2,11.4,27.4,87.0,1.1,5261,2.5,0.0,261,Education
U00809,48,Male,Ahmedabad,Vivo,Android,10.4,39.1,157.1,88.0,0.9,4065,3.1,3.7,1869,Entertainment
U00810,54,Female,Hyderabad,Google Pixel,Android,7.9,34.5,11.7,27.0,3.9,5175,7.4,3.7,293,Entertainment
U00811,47,Male,Hyderabad,Realme,iOS,7.7,43.5,52.7,98.0,5.3,3900,3.2,1.1,1167,Gaming
U00812,21,Other,Kolkata,Vivo,Android,7.8,27.1,140.2,135.0,2.0,7330,3.6,4.9,798,Gaming
U00813,46,Female,Jaipur,OnePlus,iOS,6.0,28.4,137.2,11.0,5.0,2150,1.0,4.4,975,Entertainment
U00814,54,Other,Hyderabad,Oppo,iOS,8.7,3.0,13.5,34.0,5.4,8115,3.0,4.0,1341,Social Media
U00815,35,Female,Jaipur,Apple,Android,8.9,4.3,65.1,126.0,0.8,3106,5.7,4.6,431,Entertainment
U00816,60,Other,Ahmedabad,Nokia,Android,1.3,19.6,156.5,87.0,5.3,8958,3.2,1.1,628,Work
U00817,22,Female,Bangalore,Realme,Android,6.6,48.1,235.8,57.0,4.5,4542,4.2,1.5,1204,Education
U00818,23,Other,Chennai,Apple,iOS,9.8,7.6,223.2,165.0,1.4,783,4.9,4.8,1171,Social Media
U00819,36,Male,Kolkata,Apple,iOS,1.9,11.0,113.7,180.0,2.9,4736,0.5,1.5,755,Education
U00820,57,Female,Jaipur,Xiaomi,iOS,2.8,39.2,81.9,83.0,1.2,4579,6.9,0.3,513,Entertainment
U00821,51,Male,Hyderabad,Apple,iOS,1.0,17.9,10.4,30.0,2.5,7470,5.4,0.2,1261,Social Media
U00822,24,Other,Ahmedabad,Oppo,Android,5.3,34.2,72.4,147.0,3.2,3886,3.8,0.3,1365,Entertainment
U00823,47,Male,Jaipur,Samsung,Android,2.0,9.7,48.2,68.0,4.0,3500,7.7,0.9,1335,Education
U00824,24,Other,Bangalore,Vivo,Android,1.4,1.3,158.4,31.0,2.9,9438,6.1,1.3,401,Work
U00825,30,Female,Jaipur,Xiaomi,iOS,6.1,25.8,162.8,52.0,5.7,5946,3.5,3.0,1642,Entertainment
U00826,41,Female,Kolkata,Xiaomi,Android,5.4,10.8,281.7,81.0,2.1,5542,7.4,1.0,571,Entertainment
U00827,37,Male,Ahmedabad,Nokia,Android,10.3,13.2,156.0,136.0,4.9,3125,3.5,2.9,1470,Work
U00828,22,Female,Mumbai,Realme,iOS,7.0,10.2,36.4,43.0,1.3,9364,3.8,0.1,143,Gaming
U00829,50,Other,Lucknow,Xiaomi,iOS,4.1,35.0,252.4,178.0,4.6,1257,3.5,1.7,1457,Entertainment
U00830,21,Female,Hyderabad,Xiaomi,Android,11.4,46.3,94.7,173.0,4.4,6690,3.8,4.3,1413,Work
U00831,51,Male,Delhi,Oppo,iOS,3.9,28.1,159.7,20.0,4.2,4903,1.9,4.9,852,Entertainment
U00832,23,Female,Kolkata,Xiaomi,iOS,5.2,44.1,132.3,149.0,1.0,3086,2.7,3.5,150,Entertainment
U00833,42,Other,Pune,Realme,iOS,3.0,48.2,267.1,67.0,2.1,2495,2.5,0.8,922,Education
U00834,24,Other,Pune,Vivo,Android,11.3,17.0,200.8,70.0,2.7,9925,2.3,4.7,473,Entertainment
U00835,38,Male,Hyderabad,Realme,Android,7.2,45.8,297.5,11.0,0.8,6883,0.8,4.7,802,Entertainment
U00836,44,Male,Chennai,Motorola,iOS,11.3,47.5,223.6,176.0,5.6,290,1.4,0.2,1599,Work
U00837,60,Other,Chennai,OnePlus,iOS,2.3,6.0,100.7,51.0,2.6,9237,7.1,4.5,1795,Gaming
U00838,35,Male,Bangalore,Nokia,Android,10.8,48.9,266.7,175.0,4.6,745,5.7,0.7,376,Education
U00839,57,Female,Bangalore,Google Pixel,Android,5.6,30.7,147.3,173.0,5.3,6475,4.2,1.7,959,Social Media
U00840,59,Other,Jaipur,Apple,Android,2.9,44.3,56.1,160.0,5.3,5196,2.8,3.2,1402,Gaming
U00841,53,Other,Ahmedabad,Vivo,Android,2.3,47.3,147.3,129.0,1.3,1606,7.7,0.7,1546,Gaming
U00842,21,Female,Delhi,Motorola,Android,7.5,21.1,179.4,66.0,2.2,754,2.9,1.7,195,Work
U00843,53,Female,Kolkata,Realme,iOS,10.5,18.1,29.3,115.0,2.5,377,7.5,1.6,119,Social Media
U00844,35,Male,Delhi,Xiaomi,Android,10.2,49.6,252.7,80.0,1.8,853,4.1,3.6,1859,Work
U00845,42,Female,Lucknow,Google Pixel,Android,3.5,49.7,169.0,85.0,4.9,806,1.4,2.9,131,Education
U00846,59,Male,Pune,OnePlus,iOS,11.2,16.2,212.9,139.0,3.0,1777,3.3,3.5,1067,Work
U00847,29,Male,Bangalore,Samsung,iOS,11.2,32.5,276.6,192.0,4.6,2444,1.8,0.3,1881,Education
U00848,56,Female,Lucknow,Samsung,Android,10.7,42.6,282.7,20.0,1.8,8340,8.0,2.7,1866,Social Media
U00849,16,Other,Delhi,Nokia,Android,1.1,8.3,174.0,68.0,5.8,5010,6.6,4.5,961,Social Media
U00850,47,Other,Pune,Xiaomi,iOS,4.5,7.1,48.0,114.0,1.3,6084,2.8,1.3,462,Entertainment
U00851,50,Female,Bangalore,OnePlus,Android,5.0,16.9,165.9,110.0,3.6,7681,6.0,3.1,1594,Work
U00852,57,Other,Delhi,Samsung,Android,7.2,49.4,76.1,72.0,2.4,4774,4.7,1.3,1692,Gaming
U00853,45,Male,Delhi,Apple,iOS,9.5,10.3,172.1,18.0,5.9,4508,4.7,4.6,103,Entertainment
U00854,35,Female,Pune,Oppo,Android,3.4,35.0,95.1,70.0,1.0,343,4.1,0.1,570,Education
U00855,48,Other,Mumbai,Google Pixel,Android,11.9,30.9,37.9,59.0,1.9,2484,5.7,1.3,1864,Entertainment
U00856,36,Male,Pune,Samsung,Android,11.1,13.5,211.7,47.0,4.6,4996,5.6,3.1,1082,Gaming
U00857,20,Male,Hyderabad,Google Pixel,iOS,8.1,35.4,8.7,199.0,1.4,4020,3.2,0.0,342,Social Media
U00858,41,Male,Lucknow,Realme,iOS,4.6,12.0,295.1,165.0,4.3,3220,4.4,4.3,1655,Work
U00859,42,Other,Ahmedabad,Samsung,iOS,3.8,31.3,259.4,139.0,2.3,4836,3.6,4.9,1364,Education
U00860,59,Male,Jaipur,Nokia,iOS,4.2,27.8,100.6,129.0,4.9,6640,5.2,4.0,1008,Education
U00861,27,Female,Jaipur,Oppo,iOS,10.7,17.2,31.7,47.0,5.5,2604,4.9,4.5,1454,Work
U00862,22,Other,Ahmedabad,Realme,iOS,7.3,19.4,64.8,39.0,4.9,7700,1.1,3.6,596,Education
U00863,46,Other,Ahmedabad,OnePlus,iOS,10.9,5.2,278.4,119.0,5.4,3902,1.2,2.9,436,Gaming
U00864,32,Male,Kolkata,Vivo,Android,9.0,45.0,174.6,19.0,2.2,9057,7.4,2.9,914,Entertainment
U00865,33,Other,Mumbai,Nokia,Android,11.3,10.7,178.1,142.0,4.1,1646,3.1,2.5,1514,Education
U00866,53,Other,Pune,Samsung,iOS,9.0,28.8,158.7,163.0,3.1,2451,7.5,1.5,701,Education
U00867,25,Female,Delhi,Realme,iOS,5.0,40.6,29.8,128.0,2.2,892,4.6,1.5,491,Social Media
U00868,19,Other,Ahmedabad,Nokia,iOS,7.8,27.1,179.2,133.0,5.9,8399,1.9,1.4,627,Gaming
U00869,46,Male,Jaipur,Realme,Android,5.1,40.5,198.7,93.0,0.9,2558,5.6,4.8,1279,Education
U00870,41,Other,Bangalore,OnePlus,Android,9.2,10.0,170.1,130.0,0.8,9993,4.4,2.1,1118,Gaming
U00871,18,Male,Delhi,Apple,Android,3.2,5.5,240.4,22.0,4.2,1646,7.6,2.3,487,Education
U00872,58,Female,Hyderabad,OnePlus,iOS,10.5,26.2,224.3,102.0,4.7,7617,7.4,1.5,1108,Work
U00873,38,Other,Hyderabad,Nokia,Android,2.4,23.3,173.1,117.0,1.4,5517,6.0,2.4,912,Social Media
U00874,44,Female,Delhi,Oppo,Android,2.8,1.5,29.4,42.0,5.3,9490,1.9,0.9,967,Entertainment
U00875,27,Female,Delhi,Nokia,Android,6.9,23.4,66.6,90.0,3.5,6766,2.2,1.0,1064,Social Media
U00876,55,Male,Delhi,Vivo,iOS,7.2,5.1,294.5,192.0,2.5,4197,6.6,1.8,1144,Work
U00877,59,Male,Lucknow,Apple,iOS,6.5,21.6,218.5,119.0,5.5,8732,0.7,3.9,1037,Education
U00878,50,Female,Bangalore,Samsung,iOS,5.6,1.3,7.4,69.0,3.0,3100,4.6,1.9,1659,Education
U00879,38,Female,Mumbai,Realme,iOS,10.4,12.7,119.5,112.0,5.8,6584,1.7,0.3,529,Entertainment
U00880,39,Female,Delhi,Xiaomi,iOS,7.6,40.7,200.6,182.0,0.8,3639,6.1,3.3,1967,Gaming
U00881,18,Other,Jaipur,Nokia,iOS,11.5,23.0,157.8,70.0,5.6,3885,2.2,3.4,1387,Work
U00882,44,Male,Jaipur,Apple,Android,11.3,28.7,25.7,108.0,2.1,7890,7.1,2.4,677,Entertainment
U00883,34,Male,Ahmedabad,Motorola,Android,1.8,29.4,281.2,142.0,5.6,858,3.1,4.2,514,Gaming
U00884,43,Male,Kolkata,Motorola,Android,10.0,17.5,212.1,120.0,5.2,8462,5.9,2.2,463,Entertainment
U00885,41,Male,Bangalore,Motorola,Android,6.4,46.2,211.3,33.0,5.9,5010,7.3,2.8,784,Education
U00886,51,Other,Ahmedabad,Vivo,Android,8.0,29.4,58.2,12.0,2.7,9758,3.7,1.1,963,Gaming
U00887,22,Male,Delhi,Apple,Android,3.1,33.8,12.3,13.0,3.9,5957,0.7,4.1,1956,Work
U00888,43,Other,Mumbai,Oppo,iOS,9.8,39.7,193.1,15.0,1.5,7793,6.9,1.5,724,Entertainment
U00889,41,Female,Lucknow,Xiaomi,iOS,7.2,7.8,147.4,64.0,2.4,2869,2.1,0.0,1822,Social Media
U00890,15,Male,Pune,Motorola,Android,5.6,43.1,52.0,67.0,4.6,1446,0.9,3.9,1486,Education
U00891,23,Other,Bangalore,Samsung,iOS,6.7,45.7,97.9,90.0,2.7,7070,1.1,4.1,1742,Work
U00892,55,Female,Lucknow,Nokia,Android,5.9,42.4,187.6,16.0,5.4,4528,7.5,1.6,1943,Social Media
U00893,28,Female,Delhi,Xiaomi,iOS,6.1,1.7,117.5,47.0,4.3,3759,5.0,4.9,970,Entertainment
U00894,33,Male,Bangalore,Google Pixel,iOS,6.1,19.2,282.5,17.0,4.9,9280,5.9,3.4,1853,Entertainment
U00895,57,Male,Hyderabad,Apple,Android,10.2,45.7,61.1,20.0,5.5,1824,3.7,0.1,1993,Work
U00896,34,Female,Delhi,Apple,Android,1.8,42.0,169.3,86.0,0.9,2364,4.6,1.4,841,Education
U00897,60,Female,Ahmedabad,Motorola,iOS,11.1,48.6,192.2,136.0,4.1,7941,2.6,1.3,1770,Social Media
